Activity,% Wrong,Timing
Δραστηριότητα 1 α,0.0,35
Δραστηριότητα 1 α,0.0,17
Δραστηριότητα 1 α,0.0,13
Δραστηριότητα 1 α,0.0,22
Δραστηριότητα 1 α,0.0,13
Δραστηριότητα 1 α,0.0,19
Δραστηριότητα 1 α,0.0,161
Δραστηριότητα 1 α,0.0,128
Δραστηριότητα 1 α,0.0,27
Δραστηριότητα 1 α,100.0,31
Δραστηριότητα 1 α,0.0,96
Δραστηριότητα 1 α,0.0,71
Δραστηριότητα 1 α,0.0,16
Δραστηριότητα 1 α,0.0,37
Δραστηριότητα 1 α,0.0,17
Δραστηριότητα 1 α,0.0,106
Δραστηριότητα 1 α,0.0,25
Δραστηριότητα 1 α,0.0,46
Δραστηριότητα 1 α,0.0,46
Δραστηριότητα 1 α,0.0,19
Δραστηριότητα 1 α,0.0,25
Δραστηριότητα 1 α,0.0,42
Δραστηριότητα 1 α,0.0,10
Δραστηριότητα 1 α,0.0,62
Δραστηριότητα 1 α,0.0,29
Δραστηριότητα 1 α,0.0,22
Δραστηριότητα 1 α,100.0,28
Δραστηριότητα 1 α,0.0,39
Δραστηριότητα 1 α,0.0,16
Δραστηριότητα 1 α,100.0,14
Δραστηριότητα 1 α,100.0,94
Δραστηριότητα 1 α,0.0,33
Δραστηριότητα 1 α,0.0,92
Δραστηριότητα 1 α,0.0,37
Δραστηριότητα 1 α,0.0,19
Δραστηριότητα 1 α,100.0,50
Δραστηριότητα 1 α,100.0,39
Δραστηριότητα 1 α,100.0,20
Δραστηριότητα 1 α,0.0,37
Δραστηριότητα 1 α,0.0,27
Δραστηριότητα 1 α,0.0,30
Δραστηριότητα 1 α,0.0,39
Δραστηριότητα 1 α,0.0,83
Δραστηριότητα 1 α,100.0,18
Δραστηριότητα 1 α,0.0,12
Δραστηριότητα 1 α,0.0,24
Δραστηριότητα 1 α,0.0,15
Δραστηριότητα 1 α,0.0,94
Δραστηριότητα 1 α,0.0,28
Δραστηριότητα 1 α,0.0,24
Δραστηριότητα 1 α,100.0,6
Δραστηριότητα 1 α,0.0,19
Δραστηριότητα 1 α,0.0,25
Δραστηριότητα 1 α,0.0,16
Δραστηριότητα 1 α,0.0,41
Δραστηριότητα 1 α,0.0,19
Δραστηριότητα 1 α,0.0,23
Δραστηριότητα 1 α,100.0,11
Δραστηριότητα 1 β,0.0,6
Δραστηριότητα 1 β,100.0,30
Δραστηριότητα 1 β,100.0,65
Δραστηριότητα 1 β,0.0,48
Δραστηριότητα 1 β,100.0,24
Δραστηριότητα 1 β,0.0,19
Δραστηριότητα 1 β,0.0,19
Δραστηριότητα 1 β,100.0,56
Δραστηριότητα 1 β,100.0,39
Δραστηριότητα 1 β,100.0,156
Δραστηριότητα 1 β,0.0,9
Δραστηριότητα 1 β,0.0,16
Δραστηριότητα 1 β,100.0,20
Δραστηριότητα 1 β,100.0,29
Δραστηριότητα 1 β,100.0,23
Δραστηριότητα 1 β,0.0,13
Δραστηριότητα 1 β,100.0,26
Δραστηριότητα 1 β,100.0,6
Δραστηριότητα 1 β,100.0,28
Δραστηριότητα 1 β,0.0,47
Δραστηριότητα 1 β,0.0,8
Δραστηριότητα 1 β,0.0,7
Δραστηριότητα 1 β,100.0,31
Δραστηριότητα 1 β,100.0,35
Δραστηριότητα 1 β,100.0,9
Δραστηριότητα 1 β,0.0,95
Δραστηριότητα 1 β,100.0,10
Δραστηριότητα 1 β,100.0,28
Δραστηριότητα 1 β,0.0,137
Δραστηριότητα 1 β,0.0,19
Δραστηριότητα 1 β,0.0,43
Δραστηριότητα 1 β,100.0,39
Δραστηριότητα 1 β,0.0,42
Δραστηριότητα 1 β,100.0,15
Δραστηριότητα 1 β,0.0,106
Δραστηριότητα 1 β,0.0,5
Δραστηριότητα 1 β,100.0,149
Δραστηριότητα 1 β,100.0,13
Δραστηριότητα 1 β,0.0,44
Δραστηριότητα 1 β,100.0,12
Δραστηριότητα 1 β,0.0,20
Δραστηριότητα 1 β,100.0,23
Δραστηριότητα 1 β,0.0,27
Δραστηριότητα 1 β,0.0,21
Δραστηριότητα 1 β,100.0,16
Δραστηριότητα 1 β,0.0,46
Δραστηριότητα 1 β,100.0,19
Δραστηριότητα 1 β,100.0,6
Δραστηριότητα 1 β,0.0,18
Δραστηριότητα 1 β,0.0,66
Δραστηριότητα 1 β,100.0,56
Δραστηριότητα 1 β,0.0,38
Δραστηριότητα 1 β,100.0,33
Δραστηριότητα 1 β,100.0,12
Δραστηριότητα 1 β,0.0,45
Δραστηριότητα 1 β,100.0,7
Δραστηριότητα 1 β,0.0,31
Δραστηριότητα 1 β,100.0,27
Δραστηριότητα 1 β,100.0,20
Δραστηριότητα 1 β,100.0,16
Δραστηριότητα 1 β,100.0,85
Δραστηριότητα 1 β,0.0,22
Δραστηριότητα 1 β,0.0,20
Δραστηριότητα 1 β,100.0,34
Δραστηριότητα 1 β,100.0,32
Δραστηριότητα 1 β,100.0,9
Δραστηριότητα 1 β,0.0,209
Δραστηριότητα 1 β,100.0,13
Δραστηριότητα 1 β,100.0,73
Δραστηριότητα 1 β,100.0,39
Δραστηριότητα 1 β,100.0,21
Δραστηριότητα 1 β,100.0,102
Δραστηριότητα 1 β,100.0,38
Δραστηριότητα 1 β,100.0,72
Δραστηριότητα 1 β,100.0,15
Δραστηριότητα 1 β,100.0,11
Δραστηριότητα 1 β,0.0,71
Δραστηριότητα 1 β,0.0,15
Δραστηριότητα 1 β,0.0,29
Δραστηριότητα 1 β,100.0,6
Δραστηριότητα 1 β,100.0,103
Δραστηριότητα 1 β,0.0,42
Δραστηριότητα 1 β,0.0,144
Δραστηριότητα 1 β,0.0,24
Δραστηριότητα 1 β,100.0,85
Δραστηριότητα 1 β,100.0,12
Δραστηριότητα 1 β,100.0,100
Δραστηριότητα 1 β,100.0,14
Δραστηριότητα 1 β,0.0,16
Δραστηριότητα 1 β,100.0,49
Δραστηριότητα 1 β,0.0,17
Δραστηριότητα 1 β,0.0,12
Δραστηριότητα 1 β,0.0,7
Δραστηριότητα 1 β,100.0,14
Δραστηριότητα 1 β,100.0,31
Δραστηριότητα 1 β,0.0,18
Δραστηριότητα 1 β,100.0,12
Δραστηριότητα 1 β,0.0,69
Δραστηριότητα 1 β,0.0,38
Δραστηριότητα 1 β,100.0,91
Δραστηριότητα 1 β,100.0,18
Δραστηριότητα 1 β,100.0,24
Δραστηριότητα 1 β,100.0,11
Δραστηριότητα 1 β,100.0,43
Δραστηριότητα 1 β,0.0,103
Δραστηριότητα 1 β,100.0,5
Δραστηριότητα 1 β,100.0,52
Δραστηριότητα 1 β,100.0,23
Δραστηριότητα 1 β,100.0,19
Δραστηριότητα 1 β,0.0,41
Δραστηριότητα 1 β,100.0,179
Δραστηριότητα 1 β,0.0,44
Δραστηριότητα 1 β,0.0,50
Δραστηριότητα 1 β,100.0,10
Δραστηριότητα 1 β,0.0,70
Δραστηριότητα 1 β,100.0,16
Δραστηριότητα 1 β,100.0,104
Δραστηριότητα 1 β,0.0,37
Δραστηριότητα 1 β,100.0,34
Δραστηριότητα 1 β,0.0,119
Δραστηριότητα 1 β,0.0,67
Δραστηριότητα 1 β,100.0,77
Δραστηριότητα 1 β,100.0,30
Δραστηριότητα 1 β,0.0,32
Δραστηριότητα 1 β,100.0,18
Δραστηριότητα 1 β,0.0,5
Δραστηριότητα 1 β,100.0,322
Δραστηριότητα 1 β,100.0,7
Δραστηριότητα 1 β,0.0,62
Δραστηριότητα 1 β,0.0,50
Δραστηριότητα 1 β,0.0,195
Δραστηριότητα 1 β,0.0,60
Δραστηριότητα 1 β,100.0,27
Δραστηριότητα 1 β,0.0,38
Δραστηριότητα 1 β,0.0,9
Δραστηριότητα 1 β,100.0,18
Δραστηριότητα 1 β,100.0,7
Δραστηριότητα 1 β,0.0,57
Δραστηριότητα 1 β,100.0,6
Δραστηριότητα 1 β,0.0,5
Δραστηριότητα 1 β,100.0,5
Δραστηριότητα 1 β,100.0,91
Δραστηριότητα 1 β,0.0,14
Δραστηριότητα 1 β,100.0,56
Δραστηριότητα 1 β,100.0,107
Δραστηριότητα 1 β,100.0,15
Δραστηριότητα 1 β,0.0,6
Δραστηριότητα 1 β,100.0,18
Δραστηριότητα 1 β,100.0,90
Δραστηριότητα 1 β,100.0,6
Δραστηριότητα 1 β,0.0,5
Δραστηριότητα 1 β,100.0,6
Δραστηριότητα 1 β,0.0,63
Δραστηριότητα 1 β,0.0,89
Δραστηριότητα 1 β,0.0,45
Δραστηριότητα 1 β,100.0,9
Δραστηριότητα 1 β,100.0,37
Δραστηριότητα 1 β,100.0,38
Δραστηριότητα 1 β,100.0,46
Δραστηριότητα 1 β,100.0,5
Δραστηριότητα 1 β,100.0,7
Δραστηριότητα 1 β,100.0,5
Δραστηριότητα 1 β,0.0,8
Δραστηριότητα 1 β,0.0,6
Δραστηριότητα 1 β,100.0,5
Δραστηριότητα 1 β,100.0,5
Δραστηριότητα 1 β,0.0,6
Δραστηριότητα 1 β,100.0,12
Δραστηριότητα 1 β,0.0,44
Δραστηριότητα 1 β,0.0,774
Δραστηριότητα 1 β,0.0,9
Δραστηριότητα 1 β,0.0,11
Δραστηριότητα 1 β,100.0,12
Δραστηριότητα 1 β,100.0,5
Δραστηριότητα 1 β,100.0,21
Δραστηριότητα 1 β,100.0,5
Δραστηριότητα 1 β,0.0,24
Δραστηριότητα 1 β,100.0,19
Δραστηριότητα 1 β,100.0,36
Δραστηριότητα 1 β,100.0,13
Δραστηριότητα 1 β,100.0,27
Δραστηριότητα 1 β,100.0,36
Δραστηριότητα 1 β,0.0,60
Δραστηριότητα 1 β,100.0,37
Δραστηριότητα 1 β,0.0,36
Δραστηριότητα 1 β,100.0,6
Δραστηριότητα 1 β,100.0,5
Δραστηριότητα 1 β,0.0,49
Δραστηριότητα 1 β,100.0,100
Δραστηριότητα 1 β,0.0,41
Δραστηριότητα 1 β,100.0,5
Δραστηριότητα 1 β,0.0,38
Δραστηριότητα 1 β,100.0,8
Δραστηριότητα 1 β,100.0,5
Δραστηριότητα 1 β,100.0,37
Δραστηριότητα 1 β,100.0,49
Δραστηριότητα 1 β,0.0,103
Δραστηριότητα 1 β,0.0,7
Δραστηριότητα 1 β,100.0,16
Δραστηριότητα 1 β,100.0,8
Δραστηριότητα 1 β,0.0,6
Δραστηριότητα 1 β,0.0,15
Δραστηριότητα 1 β,100.0,19
Δραστηριότητα 1 β,100.0,35
Δραστηριότητα 1 β,100.0,94
Δραστηριότητα 1 β,100.0,88
Δραστηριότητα 1 β,100.0,54
Δραστηριότητα 1 β,0.0,59
Δραστηριότητα 1 β,100.0,16
Δραστηριότητα 1 β,0.0,27
Δραστηριότητα 1 β,100.0,28
Δραστηριότητα 1 β,100.0,57
Δραστηριότητα 1 β,100.0,16
Δραστηριότητα 1 β,100.0,106
Δραστηριότητα 1 β,100.0,31
Δραστηριότητα 1 β,100.0,47
Δραστηριότητα 1 β,0.0,5
Δραστηριότητα 1 β,100.0,21
Δραστηριότητα 1 β,0.0,6
Δραστηριότητα 1 β,100.0,14
Δραστηριότητα 1 β,100.0,13
Δραστηριότητα 1 β,100.0,235
Δραστηριότητα 1 β,100.0,36
Δραστηριότητα 1 β,100.0,46
Δραστηριότητα 1 β,0.0,16
Δραστηριότητα 1 β,100.0,17
Δραστηριότητα 1 β,100.0,5
Δραστηριότητα 1 β,100.0,5
Δραστηριότητα 1 β,100.0,46
Δραστηριότητα 1 β,100.0,34
Δραστηριότητα 1 β,100.0,4
Δραστηριότητα 1 β,100.0,17
Δραστηριότητα 1 β,100.0,6
Δραστηριότητα 1 β,100.0,17
Δραστηριότητα 1 β,100.0,29
Δραστηριότητα 1 β,100.0,6
Δραστηριότητα 1 β,0.0,52
Δραστηριότητα 1 β,100.0,24
Δραστηριότητα 1 β,0.0,40
Δραστηριότητα 1 β,100.0,7
Δραστηριότητα 1 β,100.0,19
Δραστηριότητα 1 β,0.0,6
Δραστηριότητα 1 β,100.0,7
Δραστηριότητα 1 β,0.0,20
Δραστηριότητα 1 β,100.0,6
Δραστηριότητα 1 β,0.0,157
Δραστηριότητα 1 β,100.0,106
Δραστηριότητα 1 β,0.0,181
Δραστηριότητα 1 β,0.0,154
Δραστηριότητα 1 β,0.0,105
Δραστηριότητα 1 β,0.0,5
Δραστηριότητα 1 β,100.0,36
Δραστηριότητα 1 β,0.0,54
Δραστηριότητα 1 β,100.0,12
Δραστηριότητα 1 β,0.0,117
Δραστηριότητα 1 β,0.0,20
Δραστηριότητα 1 β,0.0,11
Δραστηριότητα 1 β,100.0,17
Δραστηριότητα 1 β,100.0,16
Δραστηριότητα 1 β,100.0,54
Δραστηριότητα 1 β,100.0,46
Δραστηριότητα 1 β,100.0,46
Δραστηριότητα 1 β,0.0,22
Δραστηριότητα 1 β,0.0,58
Δραστηριότητα 1 β,0.0,35
Δραστηριότητα 1 β,0.0,26
Δραστηριότητα 1 β,100.0,63
Δραστηριότητα 1 β,0.0,47
Δραστηριότητα 1 β,100.0,5
Δραστηριότητα 1 β,0.0,18
Δραστηριότητα 1 β,100.0,7
Δραστηριότητα 1 β,100.0,28
Δραστηριότητα 1 β,0.0,6
Δραστηριότητα 1 β,100.0,13
Δραστηριότητα 1 β,0.0,45
Δραστηριότητα 1 β,100.0,26
Δραστηριότητα 1 β,0.0,14
Δραστηριότητα 1 β,100.0,10
Δραστηριότητα 1 β,0.0,38
Δραστηριότητα 1 β,0.0,15
Δραστηριότητα 1 β,0.0,37
Δραστηριότητα 1 β,100.0,7
Δραστηριότητα 1 β,100.0,5
Δραστηριότητα 1 β,100.0,54
Δραστηριότητα 1 β,0.0,59
Δραστηριότητα 1 β,100.0,66
Δραστηριότητα 1 β,100.0,6
Δραστηριότητα 1 β,0.0,14
Δραστηριότητα 1 β,100.0,4
Δραστηριότητα 1 β,0.0,28
Δραστηριότητα 1 β,100.0,5
Δραστηριότητα 1 β,100.0,8
Δραστηριότητα 1 β,0.0,162
Δραστηριότητα 1 β,100.0,43
Δραστηριότητα 1 β,100.0,42
Δραστηριότητα 1 β,100.0,13
Δραστηριότητα 1 β,100.0,32
Δραστηριότητα 1 β,0.0,22
Δραστηριότητα 1 β,100.0,6
Δραστηριότητα 1 β,0.0,5
Δραστηριότητα 1 β,100.0,42
Δραστηριότητα 1 β,0.0,25
Δραστηριότητα 1 β,100.0,55
Δραστηριότητα 1 β,100.0,25
Δραστηριότητα 1 β,100.0,56
Δραστηριότητα 1 β,100.0,17
Δραστηριότητα 1 β,100.0,61
Δραστηριότητα 1 β,100.0,5
Δραστηριότητα 1 β,0.0,42
Δραστηριότητα 1 β,100.0,5
Δραστηριότητα 1 β,100.0,21
Δραστηριότητα 1 β,100.0,17
Δραστηριότητα 1 β,100.0,20
Δραστηριότητα 1 β,100.0,46
Δραστηριότητα 1 β,100.0,31
Δραστηριότητα 1 β,0.0,20
Δραστηριότητα 1 β,100.0,47
Δραστηριότητα 1 β,0.0,7
Δραστηριότητα 1 β,0.0,47
Δραστηριότητα 1 β,100.0,22
Δραστηριότητα 1 β,100.0,40
Δραστηριότητα 1 β,100.0,48
Δραστηριότητα 1 β,0.0,63
Δραστηριότητα 1 β,100.0,40
Δραστηριότητα 1 β,0.0,75
Δραστηριότητα 1 β,100.0,10
Δραστηριότητα 1 β,0.0,7
Δραστηριότητα 1 β,100.0,10
Δραστηριότητα 1 β,100.0,27
Δραστηριότητα 1 β,0.0,16
Δραστηριότητα 1 β,0.0,39
Δραστηριότητα 1 β,100.0,37
Δραστηριότητα 1 β,0.0,58
Δραστηριότητα 1 β,100.0,22
Δραστηριότητα 1 β,0.0,29
Δραστηριότητα 1 β,100.0,13
Δραστηριότητα 1 β,100.0,39
Δραστηριότητα 1 β,100.0,176
Δραστηριότητα 1 β,100.0,41
Δραστηριότητα 1 β,100.0,22
Δραστηριότητα 1 β,0.0,55
Δραστηριότητα 1 β,0.0,131
Δραστηριότητα 1 β,0.0,121
Δραστηριότητα 1 β,100.0,13
Δραστηριότητα 1 β,100.0,18
Δραστηριότητα 1 β,100.0,25
Δραστηριότητα 1 β,0.0,20
Δραστηριότητα 1 β,100.0,43
Δραστηριότητα 1 β,0.0,53
Δραστηριότητα 1 β,100.0,28
Δραστηριότητα 1 β,100.0,35
Δραστηριότητα 1 β,0.0,22
Δραστηριότητα 1 β,100.0,39
Δραστηριότητα 1 β,100.0,36
Δραστηριότητα 1 β,100.0,64
Δραστηριότητα 1 β,100.0,38
Δραστηριότητα 1 β,100.0,29
Δραστηριότητα 1 β,0.0,27
Δραστηριότητα 1 β,0.0,38
Δραστηριότητα 1 β,0.0,40
Δραστηριότητα 1 β,100.0,24
Δραστηριότητα 1 β,100.0,30
Δραστηριότητα 1 β,100.0,48
Δραστηριότητα 1 β,100.0,41
Δραστηριότητα 1 β,100.0,34
Δραστηριότητα 1 β,100.0,37
Δραστηριότητα 1 β,100.0,21
Δραστηριότητα 1 β,100.0,8
Δραστηριότητα 1 β,100.0,22
Δραστηριότητα 1 β,100.0,18
Δραστηριότητα 1 β,100.0,51
Δραστηριότητα 1 β,100.0,23
Δραστηριότητα 1 β,100.0,176
Δραστηριότητα 1 β,0.0,43
Δραστηριότητα 1 β,100.0,19
Δραστηριότητα 1 β,100.0,58
Δραστηριότητα 1 β,0.0,25
Δραστηριότητα 1 β,0.0,35
Δραστηριότητα 1 β,0.0,33
Δραστηριότητα 1 β,0.0,35
Δραστηριότητα 1 β,0.0,12
Δραστηριότητα 1 β,0.0,48
Δραστηριότητα 1 β,100.0,7
Δραστηριότητα 1 β,100.0,21
Δραστηριότητα 1 β,100.0,44
Δραστηριότητα 1 β,0.0,177
Δραστηριότητα 1 β,0.0,29
Δραστηριότητα 1 β,0.0,75
Δραστηριότητα 1 β,0.0,115
Δραστηριότητα 1 β,0.0,20
Δραστηριότητα 1 β,0.0,143
Δραστηριότητα 1 β,0.0,223
Δραστηριότητα 1 β,0.0,220
Δραστηριότητα 1 β,0.0,44
Δραστηριότητα 1 β,0.0,84
Δραστηριότητα 1 β,100.0,18
Δραστηριότητα 1 β,100.0,11
Δραστηριότητα 1 β,100.0,21
Δραστηριότητα 1 β,100.0,65
Δραστηριότητα 1 β,100.0,24
Δραστηριότητα 1 β,100.0,23
Δραστηριότητα 1 β,100.0,36
Δραστηριότητα 1 β,0.0,49
Δραστηριότητα 1 β,0.0,6
Δραστηριότητα 6,100.0,41
Δραστηριότητα 6,0.0,6
Δραστηριότητα 6,100.0,59
Δραστηριότητα 6,100.0,43
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,0.0,50
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,100.0,101
Δραστηριότητα 6,100.0,8
Δραστηριότητα 6,100.0,150
Δραστηριότητα 6,100.0,5
Δραστηριότητα 6,100.0,4
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,100.0,7
Δραστηριότητα 6,0.0,50
Δραστηριότητα 6,0.0,8
Δραστηριότητα 6,100.0,27
Δραστηριότητα 6,100.0,39
Δραστηριότητα 6,0.0,31
Δραστηριότητα 6,100.0,7
Δραστηριότητα 6,100.0,10
Δραστηριότητα 6,100.0,174
Δραστηριότητα 6,0.0,7
Δραστηριότητα 6,0.0,8
Δραστηριότητα 6,0.0,11
Δραστηριότητα 6,100.0,5
Δραστηριότητα 6,0.0,17
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,100.0,5
Δραστηριότητα 6,100.0,16
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,100.0,12
Δραστηριότητα 6,0.0,50
Δραστηριότητα 6,100.0,5
Δραστηριότητα 6,100.0,17
Δραστηριότητα 6,100.0,5
Δραστηριότητα 6,100.0,31
Δραστηριότητα 6,100.0,16
Δραστηριότητα 6,100.0,14
Δραστηριότητα 6,0.0,8
Δραστηριότητα 6,100.0,4
Δραστηριότητα 6,100.0,8
Δραστηριότητα 6,100.0,4
Δραστηριότητα 6,0.0,26
Δραστηριότητα 6,100.0,42
Δραστηριότητα 6,0.0,21
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,0.0,50
Δραστηριότητα 6,100.0,39
Δραστηριότητα 6,100.0,17
Δραστηριότητα 6,100.0,24
Δραστηριότητα 6,100.0,7
Δραστηριότητα 6,100.0,10
Δραστηριότητα 6,100.0,32
Δραστηριότητα 6,100.0,4
Δραστηριότητα 6,100.0,14
Δραστηριότητα 6,0.0,6
Δραστηριότητα 6,100.0,11
Δραστηριότητα 6,100.0,29
Δραστηριότητα 6,0.0,11
Δραστηριότητα 6,100.0,8
Δραστηριότητα 6,100.0,34
Δραστηριότητα 6,100.0,23
Δραστηριότητα 6,100.0,21
Δραστηριότητα 6,100.0,36
Δραστηριότητα 6,100.0,39
Δραστηριότητα 6,0.0,48
Δραστηριότητα 6,100.0,33
Δραστηριότητα 6,100.0,23
Δραστηριότητα 6,100.0,26
Δραστηριότητα 6,100.0,15
Δραστηριότητα 6,100.0,22
Δραστηριότητα 6,100.0,31
Δραστηριότητα 6,100.0,26
Δραστηριότητα 6,0.0,24
Δραστηριότητα 6,100.0,39
Δραστηριότητα 6,0.0,26
Δραστηριότητα 6,0.0,17
Δραστηριότητα 6,100.0,5
Δραστηριότητα 6,100.0,26
Δραστηριότητα 6,100.0,7
Δραστηριότητα 6,0.0,92
Δραστηριότητα 6,0.0,52
Δραστηριότητα 6,100.0,22
Δραστηριότητα 6,100.0,105
Δραστηριότητα 6,100.0,31
Δραστηριότητα 6,0.0,93
Δραστηριότητα 6,0.0,26
Δραστηριότητα 6,100.0,41
Δραστηριότητα 6,100.0,55
Δραστηριότητα 6,100.0,20
Δραστηριότητα 6,100.0,32
Δραστηριότητα 6,100.0,19
Δραστηριότητα 6,100.0,13
Δραστηριότητα 6,100.0,21
Δραστηριότητα 6,0.0,22
Δραστηριότητα 6,100.0,5
Δραστηριότητα 6,100.0,15
Δραστηριότητα 6,100.0,9
Δραστηριότητα 6,0.0,9
Δραστηριότητα 6,0.0,30
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,100.0,18
Δραστηριότητα 6,100.0,20
Δραστηριότητα 6,0.0,43
Δραστηριότητα 6,0.0,6
Δραστηριότητα 6,0.0,84
Δραστηριότητα 6,0.0,5
Δραστηριότητα 6,100.0,35
Δραστηριότητα 6,100.0,25
Δραστηριότητα 6,100.0,20
Δραστηριότητα 6,100.0,24
Δραστηριότητα 6,0.0,27
Δραστηριότητα 6,100.0,22
Δραστηριότητα 6,0.0,27
Δραστηριότητα 6,100.0,70
Δραστηριότητα 6,100.0,18
Δραστηριότητα 6,0.0,18
Δραστηριότητα 6,100.0,12
Δραστηριότητα 6,100.0,23
Δραστηριότητα 6,0.0,58
Δραστηριότητα 6,100.0,111
Δραστηριότητα 6,100.0,11
Δραστηριότητα 6,100.0,13
Δραστηριότητα 6,100.0,11
Δραστηριότητα 6,100.0,70
Δραστηριότητα 6,0.0,7
Δραστηριότητα 6,100.0,112
Δραστηριότητα 6,100.0,37
Δραστηριότητα 6,0.0,51
Δραστηριότητα 6,0.0,32
Δραστηριότητα 6,100.0,54
Δραστηριότητα 6,100.0,50
Δραστηριότητα 6,0.0,8
Δραστηριότητα 6,100.0,7
Δραστηριότητα 6,0.0,26
Δραστηριότητα 6,0.0,66
Δραστηριότητα 6,0.0,24
Δραστηριότητα 6,100.0,5
Δραστηριότητα 6,100.0,26
Δραστηριότητα 6,100.0,15
Δραστηριότητα 6,100.0,28
Δραστηριότητα 6,100.0,27
Δραστηριότητα 6,0.0,23
Δραστηριότητα 6,100.0,35
Δραστηριότητα 6,100.0,15
Δραστηριότητα 6,100.0,32
Δραστηριότητα 6,100.0,37
Δραστηριότητα 6,100.0,22
Δραστηριότητα 6,100.0,11
Δραστηριότητα 6,0.0,7
Δραστηριότητα 6,0.0,25
Δραστηριότητα 6,0.0,8
Δραστηριότητα 6,0.0,12
Δραστηριότητα 6,100.0,30
Δραστηριότητα 6,0.0,42
Δραστηριότητα 6,100.0,182
Δραστηριότητα 6,100.0,8
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,100.0,15
Δραστηριότητα 6,100.0,36
Δραστηριότητα 6,100.0,52
Δραστηριότητα 6,100.0,13
Δραστηριότητα 6,100.0,26
Δραστηριότητα 6,0.0,12
Δραστηριότητα 6,100.0,75
Δραστηριότητα 6,0.0,14
Δραστηριότητα 6,100.0,52
Δραστηριότητα 6,0.0,7
Δραστηριότητα 6,100.0,14
Δραστηριότητα 6,100.0,32
Δραστηριότητα 6,100.0,4
Δραστηριότητα 6,100.0,16
Δραστηριότητα 6,0.0,9
Δραστηριότητα 6,100.0,18
Δραστηριότητα 6,100.0,17
Δραστηριότητα 6,0.0,5
Δραστηριότητα 6,0.0,13
Δραστηριότητα 6,100.0,35
Δραστηριότητα 6,0.0,15
Δραστηριότητα 6,100.0,22
Δραστηριότητα 6,100.0,126
Δραστηριότητα 6,100.0,10
Δραστηριότητα 6,100.0,85
Δραστηριότητα 6,100.0,46
Δραστηριότητα 6,100.0,46
Δραστηριότητα 6,0.0,47
Δραστηριότητα 6,0.0,89
Δραστηριότητα 6,100.0,61
Δραστηριότητα 6,100.0,38
Δραστηριότητα 6,100.0,23
Δραστηριότητα 6,100.0,28
Δραστηριότητα 6,0.0,12
Δραστηριότητα 6,100.0,14
Δραστηριότητα 6,0.0,21
Δραστηριότητα 6,0.0,5
Δραστηριότητα 6,0.0,108
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,100.0,336
Δραστηριότητα 6,100.0,30
Δραστηριότητα 6,100.0,39
Δραστηριότητα 6,0.0,25
Δραστηριότητα 6,0.0,207
Δραστηριότητα 6,0.0,36
Δραστηριότητα 6,0.0,109
Δραστηριότητα 6,100.0,122
Δραστηριότητα 6,0.0,38
Δραστηριότητα 6,100.0,36
Δραστηριότητα 6,100.0,55
Δραστηριότητα 6,100.0,18
Δραστηριότητα 6,0.0,95
Δραστηριότητα 6,100.0,14
Δραστηριότητα 6,100.0,28
Δραστηριότητα 6,100.0,5
Δραστηριότητα 6,100.0,29
Δραστηριότητα 6,0.0,14
Δραστηριότητα 6,0.0,8
Δραστηριότητα 6,100.0,153
Δραστηριότητα 6,100.0,60
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,100.0,12
Δραστηριότητα 6,100.0,30
Δραστηριότητα 6,100.0,161
Δραστηριότητα 6,100.0,8
Δραστηριότητα 6,100.0,7
Δραστηριότητα 6,100.0,48
Δραστηριότητα 6,100.0,107
Δραστηριότητα 6,100.0,8
Δραστηριότητα 6,0.0,11
Δραστηριότητα 6,100.0,7
Δραστηριότητα 6,0.0,100
Δραστηριότητα 6,100.0,145
Δραστηριότητα 6,100.0,73
Δραστηριότητα 6,0.0,33
Δραστηριότητα 6,0.0,49
Δραστηριότητα 6,100.0,61
Δραστηριότητα 6,100.0,28
Δραστηριότητα 6,100.0,51
Δραστηριότητα 6,0.0,31
Δραστηριότητα 6,0.0,7
Δραστηριότητα 6,100.0,5
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,100.0,68
Δραστηριότητα 6,0.0,46
Δραστηριότητα 6,0.0,57
Δραστηριότητα 6,100.0,27
Δραστηριότητα 6,100.0,24
Δραστηριότητα 6,0.0,62
Δραστηριότητα 6,100.0,42
Δραστηριότητα 6,100.0,37
Δραστηριότητα 6,100.0,36
Δραστηριότητα 6,0.0,32
Δραστηριότητα 6,0.0,16
Δραστηριότητα 6,0.0,29
Δραστηριότητα 6,0.0,81
Δραστηριότητα 6,100.0,14
Δραστηριότητα 6,100.0,4
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,100.0,5
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,100.0,22
Δραστηριότητα 6,0.0,6
